"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Saved example — under-utilized DTRs empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — under-utilized DTRs empty page","Dashboard — DTR loading list","dtrpercentageloadingdetails",""
"","3846","Monthly billing — leftover unused filters are ignored","billing","2026-09-15","passed","2026-09-15","Monthly billing — leftover unused filters are ignored","Monthly billing list","billingdata",""
"","1030","Transformer load — asking for one transformer at a time still returns a row","dtr-load","2026-09-15","passed","2026-09-15","Transformer load — asking for one transformer at a time still returns a row","Transformer load reports","dtrload",""
"","2095","Single Wire Operation report — first page shows columns and meters","technical-analysis","2026-09-15","passed","2026-09-15","Single Wire Operation report — first page shows columns and meters","Technical report","technicalanalysis",""
"","903","DTR power now — extra filters that nobody uses are ignored","dtrs","2026-09-15","passed","2026-09-15","DTR power now — extra filters that nobody uses are ignored","DTR power now","dtrpowertriangle",""
"","235","Validate GET /permissions/dependency-rules","role-permissions","2026-09-15","passed","2026-09-15","Validate GET /permissions/dependency-rules","Role Permission — List & Me","rolepermission-list",""
"","1525","Nearby accounts — very close match range can return none","consumers","2026-09-15","passed","2026-09-15","Nearby accounts — very close match range can return none","Nearby accounts","nearestaccountids",""
"","3","IND-RPT-NEG-009 — limit=0 is rejected","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-NEG-009 — limit=0 is rejected","Revenue Protection — Cases Negative","cases-negative",""
"","498","Urgency level 4 events — day by day, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 4 events — day by day, consumer meters only","Urgency level events","eventpriority",""
"","19","Sample feeders — Active and Inactive both appear","dtrs","2026-09-15","passed","2026-09-15","Sample feeders — Active and Inactive both appear","DTR feeders","dtrfeeders",""
"","1138","Feeder profile — leftover extra filters still show the same page","feeder","2026-09-15","passed","2026-09-15","Feeder profile — leftover extra filters still show the same page","Feeder — unusual cases","feeder-edge",""
"","23195","How many meters we have — DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — DTR meters only","How many meters we have","communicationstats",""
"","1821","Event summary — cards for the consumer","consumers","2026-09-15","passed","2026-09-15","Event summary — cards for the consumer","Event summary","eventlogcards",""
"","240","How many meters we have — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — network 0 is rejected","How many meters we have","communicationstats",""
"","2","IND-REV-ABE-EEN-002 — Fetch EENLTMT Aberration Entry using month + year","revenue-protection","2026-09-15","skipped","2026-09-15","IND-REV-ABE-EEN-002 — Fetch EENLTMT Aberration Entry using month + year","Revenue Protection — Aberration Entry EENLTMT API","aberration-entry-eenltmt",""
"","2114","Communication consumers — a page past the last page shows no records","reports","2026-09-15","passed","2026-09-15","Communication consumers — a page past the last page shows no records","Communication consumers report","communicationconsumers",""
"","1110","Validate sent invitations list — status=all","auth","2026-09-15","passed","2026-09-15","Validate sent invitations list — status=all","Auth Sent Invitations List API","invite-list",""
"","429","Talking meters by category — both is treated as all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Talking meters by category — both is treated as all meters","Talking meters by category","communication-category",""
"","1199","What kinds of events happened — report_type still works","mis-dashboard","2026-09-15","passed","2026-09-15","What kinds of events happened — report_type still works","What kinds of events happened","event-classification",""
"","486","Urgency level 2 events — extra unused options are ignored","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 2 events — extra unused options are ignored","Urgency level events","eventpriority",""
"","1765","Event detail — column and field names stay the same","reports","2026-09-15","passed","2026-09-15","Event detail — column and field names stay the same","Reports — contract snapshots","reports.contract",""
"","1189","Events that did not roll over — extra unused options are ignored","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — extra unused options are ignored","Events that did not roll over","eventdatanonrollover",""
"","241","Urgency level 5 events — consumer and DTR stay within all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 5 events — consumer and DTR stay within all meters","Urgency level events","eventpriority",""
"","2651","Talking meters by category — missing end date uses the start date","mis-dashboard","2026-09-15","passed","2026-09-15","Talking meters by category — missing end date uses the start date","Talking meters by category","communication-category",""
"","91","Energy flow chart — sample: totals only go up over time","consumers","2026-09-15","passed","2026-09-15","Energy flow chart — sample: totals only go up over time","Energy flow chart","energyflow",""
"","890","Bill status — limit 0 is rejected (limit must be at least 1)","reports","2026-09-15","passed","2026-09-15","Bill status — limit 0 is rejected (limit must be at least 1)","Bill status report","billstatus",""
"","1122","Validate POST /commands/profile-config — invalid type returns validation error","hes-commands","2026-09-15","passed","2026-09-15","Validate POST /commands/profile-config — invalid type returns validation error","HES Commands — Profile Config (E2E)","commands-profile-config",""
"","2155","Validate CSRF preflight and login flows","auth","2026-09-15","failed","2026-09-15","Validate CSRF preflight and login flows","Auth Login API","login",""
"","24","Saved example — percentage consistency with rounding","dashboard","2026-09-15","passed","2026-09-15","Saved example — percentage consistency with rounding","Dashboard — DTR load unbalance","dtrloadunbalance",""
"","23","Saved example — Commercial with rows (offline)","dashboard","2026-09-15","passed","2026-09-15","Saved example — Commercial with rows (offline)","Dashboard — consumers by category","consumercategorydistribution",""
"","2708","Consumers by connection status — page 2 still shows a valid list","dashboard","2026-09-15","passed","2026-09-15","Consumers by connection status — page 2 still shows a valid list","Dashboard — consumers by connection status","consumerconnectionstatus",""
"","9","Sample power now — empty numbers when the meter has no reading","dtrs","2026-09-15","passed","2026-09-15","Sample power now — empty numbers when the meter has no reading","DTR power now","dtrpowertriangle",""
"","228","Power Factor Violation — cannot open the report without logging in","commericial-analysis","2026-09-15","passed","2026-09-15","Power Factor Violation — cannot open the report without logging in","Commercial Analysis — cannot open reports without a valid login","commercial-auth-negative",""
"","962","Feeder alerts — cannot open with an empty login token","feeder","2026-09-15","passed","2026-09-15","Feeder alerts — cannot open with an empty login token","Feeder screens — cannot open without a valid login","feeder-auth",""
"","235","Events that did not roll over — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — organisation 0 is rejected","Events that did not roll over","eventdatanonrollover",""
"","1104","How many meters we have — live=1 still opens","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — live=1 still opens","How many meters we have","communicationstats",""
